Bin1,Bin2,Bin3,Bin4,Bin5,genes,q_value,p_value
7.9286e-05,0.00011458,7.001e-05,0.00010024,8.7782e-05,Txndc12,0.0843162654303028,0.0047894
7.6387e-05,6.1794e-05,7.9134e-05,9.2818e-05,8.8562e-05,Mrpl15,0.172848838630029,0.022153
4.6661e-05,3.1098e-05,5.3351e-05,4.0036e-05,8.2659e-05,Mrpl38,0.160168226737121,0.018911
0.0001126,0.00014342,0.00015271,9.764e-05,9.2108e-05,Gpr107,0.193168588618493,0.029388
4.6368e-05,5.7283e-05,3.5147e-05,4.9161e-05,5.4848e-05,Mrpl57,0.0518464812373729,0.0019706
3.3683e-06,6.8876e-06,9.6552e-06,5.6505e-06,3.9171e-06,Gpr162,0.00514415731472961,7.3047e-05
8.8784e-05,4.3218e-05,3.8534e-05,7.6896e-05,7.2583e-05,Txlna,0.194535644755041,0.030166
0.0066959,0.0071577,0.0060753,0.0064972,0.0072022,Tspan7,0.0649411469092031,0.0028005
6.3635e-05,7.879e-05,4.6583e-05,6.691e-05,5.0723e-05,Atp11b,0.192252659612978,0.028931
1.503e-05,1.4124e-05,1.4652e-05,1.3653e-05,1.2019e-05,Gm13340,0.163870395159249,0.019738
1.5584e-05,1.4142e-05,1.5369e-05,1.9106e-05,9.6403e-06,Pdap1,0.0960356113819349,0.0059979
0.00011287,0.00016559,0.0001013,8.2926e-05,0.00011694,9030624J02Rik,0.0565766508415603,0.0021874
0.00010661,0.00010105,7.0086e-05,8.8555e-05,0.00015231,Kdm5b,0.0611717377005285,0.0024594
2.682e-05,2.8054e-05,2.8202e-05,4.4905e-05,2.6602e-05,Acin1,0.145003311845695,0.015167
0.001154,0.0010454,0.0013977,0.0013533,0.0010532,Tril,0.103354485981825,0.0071005
0.00011375,0.00016462,0.00017542,0.00012361,9.4722e-05,Fzd1,0.194416869992358,0.029951
0.00017736,0.00029236,0.00027247,0.00023512,0.00021038,Fzd9,0.0158089223601137,0.00037143
0.00011214,0.00016649,0.00019547,0.00011707,8.4288e-05,Clpx,0.0687433511887168,0.0031917
4.4504e-05,7.7524e-05,4.8156e-05,5.4514e-05,4.5259e-05,Caskin2,0.144226700576337,0.014927
9.3358e-05,5.083e-05,6.6868e-05,0.00010509,0.0001914,Papss2,0.00434937452704927,5.3726e-05
3.5918e-05,6.1599e-05,4.5058e-05,3.5067e-05,5.0594e-05,Serhl,0.0645351761714427,0.0027638
0.00021824,0.00022351,0.00019959,0.00019868,0.0002864,Maged1,0.080924716915593,0.0044912
0.00013624,0.00019862,0.0001724,0.00017275,0.00016307,Maged2,0.150585944319238,0.016593
9.1733e-06,1.0257e-05,9.6281e-06,7.752e-06,6.3066e-06,AA465934,0.107428736516977,0.0078151
0.00025624,0.00032457,0.00051578,0.00045897,0.00043461,Cyr61,0.00387183036834935,4.3757e-05
1.9699e-05,4.0055e-05,2.9366e-05,2.0529e-05,1.1566e-05,Tsku,0.0804636970518803,0.0044271
0.00080592,0.00099105,0.00096518,0.00074488,0.00059836,Atp1b1,0.0151723890519197,0.00034745
2.8841e-05,3.8376e-05,4.6535e-05,3.7862e-05,2.9149e-05,3110082J24Rik,0.198357690165943,0.031384
0.0004455,0.0011225,0.00089384,0.00033224,0.00011877,Chrdl1,3.30133922419251e-35,2.9455e-38
0.00015877,0.00017948,0.00015111,0.00014458,0.00021385,Sesn1,0.124361796444541,0.010321
0.00020633,0.00030622,0.00019194,0.00017402,0.00021987,Adipor1,0.0518464812373729,0.0019891
4.8692e-05,9.4293e-05,0.00011977,7.4162e-05,9.9199e-05,Efr3a,0.165247367087424,0.019953
0.0092215,0.0096595,0.0096999,0.0092865,0.0085653,Gpr37l1,0.146885299307475,0.015639
0.00044475,0.00054003,0.00052916,0.00040254,0.00034242,Ttc3,0.130006605144892,0.011977
0.00021365,0.00015974,0.00016725,0.00023132,0.00011056,Ttc4,0.129738151444842,0.0116
9.9843e-05,7.9429e-05,0.00011001,9.925e-05,0.00012772,Hmgb1,0.193483253622274,0.029577
1.749e-05,2.1603e-05,1.6846e-05,1.5968e-05,1.5222e-05,Gm6560,0.166577357421156,0.020311
7.4005e-06,7.6332e-06,5.0325e-06,1.2201e-05,8.2438e-06,Gm6565,0.150585944319238,0.016312
3.3486e-05,6.0191e-05,5.0631e-05,4.7814e-05,2.0672e-05,Atp2b2,0.0224613527674344,0.00061457
7.1161e-05,3.2201e-05,5.2194e-05,6.2495e-05,6.1732e-05,Hmgn2,0.163870395159249,0.019667
0.00064195,0.00070097,0.00066409,0.00065642,0.00048007,Hmgn3,0.00650312434834147,9.8637e-05
5.7799e-05,5.0982e-05,8.7258e-05,8.8693e-05,5.9937e-05,Arhgef12,0.124361796444541,0.010229
7.5705e-05,6.6298e-05,7.4747e-05,4.4259e-05,9.519e-05,Clstn1,0.138996939414613,0.013807
8.5376e-05,3.1611e-05,5.3426e-05,8.5538e-05,6.3671e-05,Ube2a,0.119746845156462,0.0094019
5.0506e-05,8.2586e-05,0.00011892,5.0853e-05,4.8682e-05,Ube2w,0.150585944319238,0.016448
8.1639e-05,8.2474e-05,5.8679e-05,0.00013663,7.2815e-05,Arhgef40,0.194416869992358,0.029899
0.00030129,0.00040007,0.0003346,0.00038686,0.00031206,Txndc5,0.102934009037542,0.0069427
0.00016683,0.00017665,0.00019454,0.00016695,0.00012036,Ddit4l,0.134793313672162,0.013104
9.6055e-05,5.1599e-05,5.0115e-05,0.00014453,8.5102e-05,2610008E11Rik,0.107427329931251,0.0076998
2.6282e-05,4.0579e-05,4.501e-05,4.4588e-05,3.693e-05,Nrarp,0.00351282352955708,3.8655e-05
0.0096805,0.010391,0.010169,0.010174,0.010283,Slc1a3,0.192252659612978,0.028582
0.0001383,4.5928e-05,8.583e-05,7.3931e-05,0.00017492,Sparc,0.070808557906833,0.0034614
4.5217e-05,6.8593e-05,6.0783e-05,4.6258e-05,4.822e-05,Emx2os,0.18133643800427,0.024754
7.5494e-05,0.00013928,0.00012704,9.6148e-05,4.9564e-05,Nupr1,0.00140184228608532,1.4592e-05
9.7297e-05,0.00014545,0.00017318,0.00010102,0.00010628,Cmtm3,0.0357325627169019,0.0011796
0.00027525,0.00030394,0.00027638,0.00033721,0.00025581,Eif5,0.105245272371188,0.0073869
0.00010611,0.00019798,0.00020374,0.00018695,0.00013831,Crat,0.0629337469878878,0.0026765
0.0040552,0.004453,0.0045243,0.0040418,0.00334,Sat1,0.124361796444541,0.010234
0.00017548,0.00013553,0.00013981,0.00014647,0.00025273,Slc14a1,0.102565917672824,0.0068328
0.00015304,0.00012444,0.00017019,0.00019766,0.00010655,Atp13a1,0.0695746696918123,0.00329
0.00014918,0.00021662,0.00019117,0.00017111,0.00019506,Lmcd1,0.186103121645566,0.026494
1.1849e-06,1.4817e-06,2.9341e-06,9.645e-07,8.5509e-07,mt-Nd4l,0.194535644755041,0.030142
8.9174e-05,0.0001153,0.00016786,0.00014376,0.00010682,Alcam,0.13383274749048,0.012883
9.9634e-05,9.3429e-05,0.00017342,0.00010848,0.0001068,Sh3glb1,0.130006605144892,0.012017
1.8183e-05,2.2161e-05,1.4095e-05,2.0982e-05,2.3025e-05,Kbtbd11,0.118151959452727,0.0091863
0.002221,0.0028657,0.0026946,0.002393,0.0018555,Slco1c1,0.00434937452704927,5.4328e-05
2.2973e-06,2.4124e-06,2.1679e-06,1.7598e-06,1.2974e-06,Gm8172,0.0943795202549811,0.0058501
0.0007858,0.0008541,0.00083023,0.00081035,0.00067765,Mfsd2a,0.199412284782462,0.031966
6.6215e-05,6.6539e-05,5.8846e-05,7.068e-05,5.1914e-05,Usmg5,0.0655000048418979,0.0029213
0.00016206,0.00018161,0.00018705,0.00013243,0.00015457,Gbas,0.186103121645566,0.02649
7.3389e-05,0.00010083,8.5558e-05,7.2797e-05,0.00010435,Scap,0.143000732838237,0.014601
0.0011678,0.00098523,0.00086801,0.0009612,0.0012173,Scd2,0.0918245685081707,0.0054345
0.011749,0.010109,0.0090465,0.0099496,0.012872,Cst3,1.23031066589581e-06,5.8544e-09
0.00052674,0.00042274,0.00042602,0.00047119,0.00065411,Nkain4,0.00438147207786307,5.6032e-05
0.0013136,0.0016976,0.0015517,0.0013579,0.0013667,Scg3,0.0134749111603648,0.00027251
8.0242e-05,9.0259e-05,0.000101,0.00016237,0.00010557,Lrig1,0.0471680733019581,0.0017456
0.0007487,0.00081378,0.00071855,0.00082784,0.00067672,Pdia3,0.192252659612978,0.028843
0.00024033,0.00032406,0.00021525,0.00031185,0.00027259,Pdia4,0.13577057502929,0.013325
0.00032462,0.00031664,0.00038218,0.00029697,0.00025949,Ghitm,0.193168588618493,0.029414
0.00017487,0.00021248,0.00020288,0.00022135,0.00013753,Aldh2,0.149566954939895,0.015969
0.0003627,0.00039945,0.00034243,0.00037177,0.00034648,Lgr4,0.172814380720789,0.021946
0.00011006,9.481e-05,8.5302e-05,0.00012967,8.0919e-05,Slc16a1,0.136492102690164,0.013477
0.00014637,0.00015757,0.0001583,0.00013478,7.0871e-05,Lgr6,0.0354277140245285,0.0011511
0.00010023,0.0001219,0.00012422,0.00010143,9.4797e-05,Fam173a,0.182703688894265,0.025234
0.0003249,0.00038822,0.00031559,0.00043087,0.00041625,Polr3h,0.10567192082721,0.0074797
2.263e-05,2.5687e-05,3.6658e-05,2.7204e-05,2.1513e-05,Camta1,0.102446854287205,0.0067944
9.4376e-06,7.6575e-06,6.4292e-06,6.0717e-06,6.455e-06,Gm1673,0.155879840193396,0.017802
0.010598,0.010321,0.010298,0.010174,0.0090551,mt-Cytb,0.00909419542550141,0.00015687
0.00014505,0.00019755,0.00018845,0.00013265,0.0001489,Ctns,0.151434576560549,0.016889
8.1573e-05,0.00012947,9.3966e-05,9.3339e-05,9.4865e-05,Gcat,0.166577357421156,0.02057
0.0094917,0.011606,0.010816,0.010448,0.010765,Mfge8,0.00082117332417379,7.0824e-06
2.5104e-05,1.7603e-05,2.6254e-05,1.7267e-05,1.694e-05,CAAA01180111.2,0.177954945611539,0.023869
6.9669e-06,1.0945e-05,1.3167e-05,8.074e-06,5.6329e-06,Hypk,0.0687433511887168,0.0032098
6.8338e-05,8.9729e-05,6.1809e-05,0.00010235,7.4109e-05,Sdhc,0.107428736516977,0.0077528
5.5741e-05,6.11e-05,4.4781e-05,7.6652e-05,5.2519e-05,Ssrp1,0.144226700576337,0.014911
4.8929e-05,3.6633e-05,2.6052e-05,6.1923e-05,3.9553e-05,Baz1b,0.00557355277340503,8.288e-05
7.9707e-05,0.00010959,0.00010795,0.00010042,8.8119e-05,Usp53,0.134793313672162,0.01307
4.6153e-05,4.6796e-05,3.0421e-05,3.5027e-05,3.8409e-05,Glt8d1,0.190124750032384,0.027637
0.00012768,0.00018077,0.00013507,0.00015889,0.00013672,Gcsh,0.0836849913318734,0.004679
1.6623e-06,1.2697e-06,1.5308e-06,1.5811e-06,1.1539e-06,Gm25184,0.12916930654053,0.01132
7.2866e-05,6.1876e-05,9.4074e-05,7.4621e-05,6.4253e-05,Fam181a,0.183298273596418,0.025739
0.00010074,0.00010891,6.2188e-05,9.5557e-05,7.559e-05,Ccnd2,0.0761217434858251,0.0038939
0.00011856,0.00015473,0.00010566,0.00014274,9.5252e-05,Ccnd3,0.0614452610679482,0.0025401
3.4433e-05,4.6768e-05,6.6609e-05,5.4605e-05,4.5287e-05,Fam184a,0.12916930654053,0.01136
5.5038e-05,6.5264e-05,4.6888e-05,4.286e-05,3.0256e-05,Rgs7bp,0.0146610620009565,0.00032702
0.00011763,0.00010365,0.00012244,0.00015863,0.00012773,Tmem222,0.101091787416612,0.0066257
8.2234e-05,7.9973e-05,8.5521e-05,6.2129e-05,7.5072e-05,Lhx2,0.199412284782462,0.031824
7.3568e-05,4.2673e-05,1.9858e-05,4.1834e-05,7.4735e-05,Ppm1g,0.125597795543441,0.010571
0.00035434,0.00031444,0.00044942,0.00032172,0.00022156,Ccnl2,0.0757277051993521,0.0038196
5.026e-05,3.8108e-05,3.4349e-05,4.9575e-05,7.7091e-05,Vgll4,0.0773000441435117,0.0041151
0.00012469,0.00020136,0.0001263,0.00012844,0.00011131,Slc25a17,0.128166298506397,0.011054
0.0012595,0.0013711,0.001413,0.0014952,0.0011858,Slc25a18,0.150585944319238,0.016351
0.00014108,0.00018674,0.00022829,0.00015202,0.00010716,Slc25a33,0.0757277051993521,0.0037756
6.6082e-05,7.4985e-05,6.7663e-05,0.00010127,9.0656e-05,Slc25a42,0.0177211713745212,0.00044271
4.8432e-05,4.8202e-05,2.3715e-05,4.9787e-05,5.6643e-05,Rnps1,0.177954945611539,0.023808
0.00012877,0.00018787,0.00022563,0.00025855,0.00015772,Lifr,0.0964680822987517,0.0060536
4.2156e-05,6.1016e-05,2.775e-05,4.0775e-05,3.1865e-05,Gm15446,0.124361796444541,0.010389
2.2899e-05,7.1971e-06,3.8268e-05,3.7112e-05,1.7785e-05,Hyou1,0.0220549100176458,0.00059689
5.6374e-06,7.7994e-06,7.873e-06,9.8877e-06,9.5083e-06,Acsf2,0.129198565956578,0.011412
0.0033697,0.0040624,0.0038391,0.0033752,0.0032589,Slc6a1,0.0243435903653998,0.00068779
9.0436e-05,4.1447e-05,0.00010883,0.0001073,0.00014159,Slc6a9,0.0943795202549811,0.0057759
6.3759e-05,0.00016557,8.2634e-05,0.00011289,0.00010671,Itih5,0.155795203479008,0.017716
5.6109e-05,7.4243e-05,7.4551e-05,7.3915e-05,6.3038e-05,1110008F13Rik,0.0627115614509943,0.0026484
0.00012517,0.00010649,9.8197e-05,6.5015e-05,5.1407e-05,Brinp3,0.0700691644313139,0.0033496
0.00091807,0.0010226,0.0010294,0.0010853,0.00096129,Dhrs3,0.158101992297009,0.018481
0.00011346,0.00011671,0.00015277,0.0001491,8.5726e-05,Clcn2,0.126666788528336,0.010887
0.00053286,0.00059623,0.00057107,0.00059843,0.0006555,Adk,0.166577357421156,0.020609
4.7588e-05,7.2585e-05,5.1289e-05,5.6673e-05,4.3768e-05,Aes,0.0611717377005285,0.0025106
3.9437e-05,5.5019e-05,4.7776e-05,6.4931e-05,6.7367e-05,Prdx4,0.0664720106146044,0.0030049
0.00014842,0.00017109,0.00018926,0.0001792,0.00012845,Agl,0.1927261889055,0.029232
0.00025864,9.115e-05,8.7404e-05,0.00020138,0.00050332,Agt,6.68967037289072e-08,2.5864e-10
0.00031453,0.00040767,0.00039276,0.00033875,0.00038306,Hsd17b12,0.198053694690971,0.031277
0.00020104,2.8475e-05,0.00010279,0.00010715,0.00026235,Gfap,0.000733872890858401,6.1112e-06
0.0013809,0.0017975,0.0016772,0.0016157,0.0012181,Luzp2,0.000882173769010905,8.3956e-06
3.8977e-05,3.9264e-05,4.0196e-05,5.5507e-05,4.6623e-05,Rims2,0.187888344573128,0.027122
0.00022578,0.00019296,0.00019548,0.00023418,0.00020503,Apc,0.118151959452727,0.0091117
9.4974e-05,0.00010385,9.5874e-05,7.4005e-05,6.7769e-05,Pou2f1,0.150585944319238,0.01666
0.00069537,0.00080553,0.00066219,0.00081475,0.00075284,Slc9a3r1,0.158101992297009,0.018573
0.0001409,0.00013072,0.00014474,0.00012141,0.00016725,Prkcdbp,0.192252659612978,0.028668
9.5891e-06,8.3055e-06,5.8353e-06,1.0518e-05,1.6174e-05,Ppp1r35,0.187888344573128,0.027196
2.7749e-05,4.902e-05,4.6312e-05,4.9052e-05,2.8983e-05,Pfdn6,0.124361796444541,0.01021
0.00024107,0.00063685,0.00034379,0.00024359,0.00010794,Eogt,5.47140235517624e-24,7.911e-27
0.00032781,0.00051837,0.00039316,0.00049741,0.00032244,Prelp,0.000882173769010905,8.1955e-06
7.8755e-05,8.1282e-05,0.0001168,8.6499e-05,9.949e-05,Ptges3,0.0417026698547175,0.0014511
0.00026767,0.0003026,0.00023628,0.00028703,0.00024251,Prex1,0.194535644755041,0.030154
3.1408e-05,3.9227e-05,2.5758e-05,2.1224e-05,2.9174e-05,Rpl23,0.192252659612978,0.029012
0.00012265,0.00010522,0.00010126,0.00016674,0.00015332,Notch1,0.12928404549813,0.011458
0.00010726,0.00018066,0.00013416,0.00014124,0.00011931,Slc8b1,0.150585944319238,0.016628
6.0886e-07,8.4047e-07,6.8663e-07,6.7556e-07,4.2632e-07,Rpl6l,0.166275126033002,0.020176
3.6793e-05,5.6427e-05,3.8119e-05,3.4964e-05,3.1678e-05,Pou3f4,0.118151959452727,0.0091076
0.0020769,0.0020989,0.0018493,0.0018907,0.0022437,Itm2b,0.183298273596418,0.025583
9.6736e-05,0.00016304,0.00014213,0.00012384,8.2478e-05,Ncs1,0.087866154549797,0.0050957
5.5405e-07,8.7546e-07,5.7729e-07,6.6776e-07,8.3971e-07,Gm10290,0.0943795202549811,0.0058664
1.2958e-06,6.7418e-07,6.352e-07,1.512e-06,1.4865e-06,Gm8741,0.11487345419098,0.0085938
0.00017026,0.00014123,0.00014985,0.00014432,0.0002655,Cd9,0.000850345630963373,7.5869e-06
2.4729e-05,2.7217e-05,5.9643e-05,2.5289e-05,3.7202e-05,Ythdc1,0.118151959452727,0.0091537
2.9872e-07,2.3893e-07,3.1771e-07,4.392e-07,4.5074e-07,Gm8756,0.126020331396071,0.010696
1.5941e-05,1.7993e-05,1.5008e-05,1.5181e-05,1.8167e-05,Gm8797,0.0700691644313139,0.0033631
0.00011992,0.00014949,0.00014228,0.00015449,0.00010472,Tpgs2,0.166577357421156,0.020414
0.014892,0.014269,0.013267,0.014349,0.016812,Clu,0.00514415731472961,7.3435e-05
0.0058578,0.005034,0.0047454,0.0051,0.0060758,Cpe,0.0761217434858251,0.0038787
1.395e-05,9.896e-06,1.3293e-05,1.4445e-05,1.9527e-05,Cebpzos,0.187888344573128,0.027213
7.5711e-07,8.3893e-07,8.0638e-07,8.4628e-07,1.0563e-06,Gm10313,0.151434576560549,0.016876
0.00020239,0.0002087,0.00018228,0.00025085,0.00023113,Lmf2,0.0986686135330767,0.0063391
0.00065276,0.0006049,0.00057007,0.00071839,0.00087393,Pttg1ip,0.167864366277734,0.020918
2.9068e-05,3.5151e-05,3.1506e-05,1.1084e-05,2.8042e-05,Nenf,0.130006605144892,0.012076
1.1157e-05,2.2004e-05,1.8885e-05,1.4817e-05,1.1643e-05,Akt2-ps,1.546798753973e-05,9.2005e-08
7.5049e-05,5.079e-05,5.3314e-05,9.7335e-05,8.8787e-05,Kalrn,0.12520853372886,0.010501
0.00016786,0.0001739,0.00015939,0.00025037,0.00019507,Snta1,0.18133643800427,0.02475
9.9341e-05,0.0001342,7.8498e-05,0.00010792,0.00013827,Uba2,0.172814380720789,0.021899
0.00010318,0.00013176,8.4016e-05,0.00015502,0.00012516,Uba3,0.0919415712152433,0.0054821
5.1022e-05,3.8925e-05,1.7133e-05,5.8436e-05,2.437e-05,Dleu2,0.0843162654303028,0.0047574
3.2959e-05,3.681e-05,4.7414e-05,4.0838e-05,3.5813e-05,Ubl5,0.14042541295268,0.014283
5.0763e-05,7.9483e-05,6.2765e-05,5.6676e-05,5.8178e-05,Tomm20,0.177052599073726,0.023397
0.00011265,0.0001018,0.00011452,0.00013592,7.8692e-05,Trak1,0.183298273596418,0.02572
4.6617e-07,5.3826e-07,3.2409e-07,4.2889e-07,4.2857e-07,Gm10566,0.150585944319238,0.01636
0.00013621,0.00015755,0.0001543,0.00021221,0.00021841,Repin1,0.182715663225978,0.025377
0.00012525,0.00017503,0.00013757,0.00013293,0.00015748,Map2k2,0.173122283797586,0.022397
6.2948e-05,3.9225e-05,2.7692e-05,5.0553e-05,9.3145e-05,Pacrg,0.130006605144892,0.011748
0.00060742,0.00071093,0.00079418,0.00067886,0.00056293,Ezr,0.177052599073726,0.023375
0.00012025,0.00017642,0.00015622,0.00013585,0.00012822,Trap1,0.0389865665816385,0.0013334
7.7575e-05,5.4664e-05,5.989e-05,0.00011527,5.3852e-05,Mpv17l,0.150585944319238,0.016643
5.9851e-05,7.4172e-05,7.9001e-05,6.6965e-05,5.6938e-05,C030018K13Rik,0.13383274749048,0.012892
3.7216e-05,4.813e-05,6.6241e-05,5.2153e-05,2.7374e-05,Celrr,0.070808557906833,0.0034747
0.00030404,0.00037261,0.00038387,0.00031483,0.00026295,Abcd2,0.145976526972168,0.015412
9.904e-05,9.4415e-05,9.9639e-05,0.00011686,0.00010907,Cox14,0.172848838630029,0.022156
0.00011248,6.2695e-05,7.5815e-05,0.00015976,0.00014304,Ubqln1,0.177052599073726,0.023421
6.978e-07,1.0681e-06,8.2456e-07,1.4793e-06,1.4268e-06,Gm20421,0.0468169597720548,0.0016889
0.00018801,0.00019008,0.00019526,0.00019995,0.00027028,Rab10,0.175759543901162,0.022895
0.00030616,0.00020729,0.00013279,0.000269,0.00030399,Rab14,0.186103121645566,0.026535
0.0001162,0.0001399,0.00011386,6.1901e-05,0.00013095,Rab30,0.106689689611572,0.0076152
3.8738e-06,6.3138e-06,4.59e-06,3.5532e-06,5.5636e-06,Rab4b,0.112908552172666,0.0083613
5.8655e-05,8.5585e-05,8.1664e-05,6.912e-05,6.4162e-05,Rab5b,0.199412284782462,0.031847
0.0078869,0.0094788,0.0086101,0.0085704,0.0072015,Htra1,8.5984804284122e-05,5.6259e-07
0.00012402,0.00010645,0.00010841,0.00012074,6.102e-05,Aldh1a1,0.079504682412117,0.0042943
0.00013787,0.00016637,0.00015,0.00016418,0.00011562,Olfml1,0.183298273596418,0.025547
8.7251e-05,8.9673e-05,2.885e-05,8.8021e-05,0.00011747,Glb1,0.150585944319238,0.016371
0.00017056,0.00019853,0.00013095,0.00017737,0.00015998,Gldc,0.13383274749048,0.012872
0.00014223,5.4172e-05,0.00012649,0.00010628,0.00017911,Glg1,0.0687433511887168,0.0032063
0.00025792,0.00034395,0.00035692,0.0002481,0.00025986,Grn,0.145003311845695,0.015099
1.6748e-06,1.7777e-06,1.2064e-06,1.168e-06,1.257e-06,Gm10736,0.192252659612978,0.029051
0.0001166,0.00016562,0.00014012,0.00011112,9.2737e-05,Cend1,0.130006605144892,0.012218
1.8384e-05,1.8821e-05,1.7058e-05,1.3579e-05,2.0387e-05,Rpl36a,0.177052599073726,0.023117
8.2743e-05,0.00011016,8.1981e-05,0.00011102,7.5948e-05,Tiprl,0.181716414759116,0.024958
0.0011565,0.0012348,0.0013659,0.0012165,0.00089785,Slc38a3,0.0418222762618129,0.0014677
2.1993e-07,2.7925e-07,2.4234e-07,3.0621e-07,2.731e-07,Gm3809,0.153524185816755,0.017306
0.00028189,0.00044483,0.00033428,0.00030933,0.00024068,Lrtm2,0.0114162274988445,0.0002139
4.217e-05,5.8639e-05,6.8829e-05,4.6281e-05,4.9038e-05,Tfcp2,0.118206436701622,0.0092458
0.00025313,0.00039378,0.00035737,0.0003035,0.00024936,Fam13c,0.00750010709814533,0.00011822
5.8236e-05,1.1279e-05,1.2203e-05,3.1098e-05,0.00011068,Id1,8.23298180388731e-06,4.6522e-08
0.0012378,0.00099671,0.0010557,0.0012499,0.0014198,Id2,0.0220436732014973,0.00058757
0.00062166,0.00017947,0.00026071,0.00027595,0.0012142,Id3,3.81933453541331e-20,9.0871e-23
0.00017343,0.0001382,0.00013121,0.00019012,0.00025282,Id4,0.00434937452704927,5.2562e-05
5.5629e-05,4.5211e-05,3.817e-05,6.1374e-05,4.6199e-05,Rps23,0.124361796444541,0.010082
3.0429e-05,5.2816e-05,7.4453e-05,2.4559e-05,4.0007e-05,Sertad2,0.0985487155605595,0.0062962
0.00026724,0.0003496,0.00032467,0.00028297,0.00025957,Sod3,0.192252659612978,0.029103
1.3371e-05,1.12e-05,1.2005e-05,1.1161e-05,1.1e-05,Gm10925,0.177052599073726,0.023524
1.2878e-05,1.4572e-05,1.3815e-05,1.2758e-05,1.7814e-05,Lsm7,0.166718136797882,0.020676
0.0001581,0.00018077,0.00018278,0.00012716,0.00010051,Metap1d,0.169095546258866,0.021138
9.9904e-05,7.5696e-05,9.0964e-05,0.0001248,0.00013445,Pla2g16,0.19221739220329,0.028183
5.7584e-05,8.4438e-05,7.6789e-05,4.9165e-05,6.1497e-05,Aldh4a1,0.166577357421156,0.020406
0.00016839,0.00027227,0.0001519,0.00019873,0.0001614,Cept1,0.169695062568244,0.02133
0.00016943,0.00023455,0.00013905,0.00014939,0.00012524,Mfsd5,0.0285354256466188,0.00084017
